ip;date;time;request
200.238.75.200;12/Jul/2024;11:21:28 -0300;/curadoria_show/
200.238.75.200;12/Jul/2024;11:21:31 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;11:21:32 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;12/Jul/2024;11:21:33 -0300;/cursos/
200.238.75.200;12/Jul/2024;11:21:34 -0300;/admin/pfc_app/validacao_ch/195/change/
200.238.75.200;12/Jul/2024;11:25:57 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;12/Jul/2024;11:26:12 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;12/Jul/2024;11:26:15 -0300;/cursos/
200.238.75.200;12/Jul/2024;11:26:17 -0300;/validar_ch/
200.238.75.200;12/Jul/2024;11:26:45 -0300;/validar_ch/
200.238.75.200;12/Jul/2024;11:26:51 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;12/Jul/2024;11:26:53 -0300;/admin/pfc_app/validacao_ch/197/change/
200.238.75.200;12/Jul/2024;11:27:00 -0300;/admin/pfc_app/validacao_ch/197/change/
200.238.75.200;12/Jul/2024;11:27:09 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;12/Jul/2024;11:27:47 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;12/Jul/2024;11:28:14 -0300;/registrar/
200.238.75.200;12/Jul/2024;11:32:25 -0300;/cursos/
200.238.75.200;12/Jul/2024;11:32:30 -0300;/ch/
200.238.75.200;12/Jul/2024;11:32:52 -0300;/curadoria_show/
200.238.75.200;12/Jul/2024;11:37:13 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;12/Jul/2024;11:37:13 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;12/Jul/2024;11:37:26 -0300;/admin/pfc_app/validacao_ch/197/change/
200.238.75.200;12/Jul/2024;11:39:07 -0300;/cursos/
200.238.75.200;12/Jul/2024;11:39:19 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;12/Jul/2024;11:39:23 -0300;/admin/pfc_app/validacao_ch/197/change/
200.238.75.200;12/Jul/2024;11:39:36 -0300;/admin/pfc_app/validacao_ch/197/change/
200.238.75.200;12/Jul/2024;11:39:45 -0300;/admin/pfc_app/validacao_ch/197/change/
200.238.75.200;12/Jul/2024;11:48:29 -0300;/accounts/login/?next=/cursos/
200.238.75.200;12/Jul/2024;11:49:35 -0300;/cursos/
200.238.75.200;12/Jul/2024;11:49:37 -0300;/cursos/
200.238.75.200;12/Jul/2024;11:49:38 -0300;/validar_ch/
200.238.75.200;12/Jul/2024;11:49:39 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;11:49:39 -0300;/ch/
200.238.75.200;12/Jul/2024;11:51:37 -0300;/validar_ch/
200.238.75.200;12/Jul/2024;11:52:11 -0300;/validar_ch/
200.238.75.200;12/Jul/2024;11:52:17 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;12/Jul/2024;11:52:21 -0300;/admin/pfc_app/validacao_ch/198/change/
200.238.75.200;12/Jul/2024;11:52:37 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;12/Jul/2024;11:52:50 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;12/Jul/2024;11:52:59 -0300;/admin/pfc_app/validacao_ch/?usuario__id__exact=617
200.238.75.200;12/Jul/2024;11:55:02 -0300;/admin/pfc_app/validacao_ch/109/change/?_changelist_filters=usuario__id__exact%3D617
200.238.75.200;12/Jul/2024;11:55:27 -0300;/admin/pfc_app/validacao_ch/?usuario__id__exact=617
200.238.75.200;12/Jul/2024;11:55:29 -0300;/admin/pfc_app/validacao_ch/110/change/?_changelist_filters=usuario__id__exact%3D617
200.238.75.200;12/Jul/2024;11:58:19 -0300;/cursos/
200.238.75.200;12/Jul/2024;11:58:45 -0300;/cursos/
200.238.75.200;12/Jul/2024;12:46:12 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;12:46:18 -0300;/generate_all_pdfs/12/1/
200.238.75.200;12/Jul/2024;12:46:18 -0300;/generate_all_pdfs/12/1/
200.238.75.200;12/Jul/2024;12:46:19 -0300;/generate_all_pdfs/12/1/
200.238.75.200;12/Jul/2024;13:08:07 -0300;/cursos/
200.238.75.200;12/Jul/2024;13:08:46 -0300;/cursos/
200.238.75.200;12/Jul/2024;13:22:20 -0300;/cursos/
200.238.75.200;12/Jul/2024;13:22:33 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;12/Jul/2024;13:22:49 -0300;/admin/pfc_app/validacao_ch/191/change/
200.238.75.200;12/Jul/2024;13:23:17 -0300;/cursos/
200.238.75.200;12/Jul/2024;13:42:40 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;12/Jul/2024;13:50:55 -0300;/cursos/
200.238.75.200;12/Jul/2024;13:51:45 -0300;/cursos/
200.238.75.200;12/Jul/2024;13:52:45 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;13:53:29 -0300;/ch/
200.238.75.200;12/Jul/2024;13:53:56 -0300;/cursos/
200.238.75.200;12/Jul/2024;13:54:07 -0300;/cursos/
200.238.75.200;12/Jul/2024;13:54:08 -0300;/curadoria_show/
200.238.75.200;12/Jul/2024;13:54:09 -0300;/validar_ch/
200.238.75.200;12/Jul/2024;13:54:13 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;13:54:15 -0300;/ch/
200.238.75.200;12/Jul/2024;13:56:09 -0300;/cursos/
200.238.75.200;12/Jul/2024;13:57:14 -0300;/cursos/
200.238.75.200;12/Jul/2024;14:04:43 -0300;/cursos/
200.238.75.200;12/Jul/2024;14:04:49 -0300;/cursos/
200.238.75.200;12/Jul/2024;14:08:18 -0300;/validar_ch/
200.238.75.200;12/Jul/2024;14:15:25 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;14:15:38 -0300;/ch/
200.238.75.200;12/Jul/2024;14:21:49 -0300;/cursos/
200.238.75.200;12/Jul/2024;14:23:36 -0300;/cursos/
200.238.75.200;12/Jul/2024;14:25:47 -0300;/cursos/
200.238.75.200;12/Jul/2024;14:50:52 -0300;/cursos/
200.238.75.200;12/Jul/2024;14:51:11 -0300;/curso_detail/30
200.238.75.200;12/Jul/2024;14:51:15 -0300;/curso_detail/31
200.238.75.200;12/Jul/2024;14:51:35 -0300;/cursos/
200.238.75.200;12/Jul/2024;14:52:33 -0300;/curso_detail/32
200.238.75.200;12/Jul/2024;15:22:45 -0300;/cursos/
200.238.75.200;12/Jul/2024;15:36:16 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;15:36:16 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;15:36:26 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;15:36:29 -0300;/avaliacao/28/
200.238.75.200;12/Jul/2024;15:37:18 -0300;/cursos/
200.238.75.200;12/Jul/2024;15:38:21 -0300;/accounts/login/?next=/cursos/
200.238.75.200;12/Jul/2024;15:38:21 -0300;/cursos/
200.238.75.200;12/Jul/2024;15:38:22 -0300;/accounts/login/?next=/cursos/
200.238.75.200;12/Jul/2024;15:38:22 -0300;/cursos/
200.238.75.200;12/Jul/2024;15:38:34 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;15:38:38 -0300;/avaliacao/28/
200.238.75.200;12/Jul/2024;15:39:02 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;15:39:10 -0300;/generate_all_pdfs/28/1/
200.238.75.200;12/Jul/2024;15:39:58 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;15:39:58 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;15:40:21 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;15:40:22 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;15:40:30 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;15:40:30 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;15:40:31 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;15:40:32 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;15:40:32 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;15:40:32 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;15:40:38 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;15:40:44 -0300;/generate_all_pdfs/28/1/
200.238.75.200;12/Jul/2024;15:40:46 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;15:40:46 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;15:40:52 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;15:40:54 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;15:40:55 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;15:40:55 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;15:40:57 -0300;/avaliacao/28/
200.238.75.200;12/Jul/2024;15:40:58 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;15:41:02 -0300;/reset-password/
200.238.75.200;12/Jul/2024;15:41:12 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;15:41:13 -0300;/generate_all_pdfs/28/1/
200.238.75.200;12/Jul/2024;15:41:14 -0300;/registrar/
200.238.75.200;12/Jul/2024;15:41:14 -0300;/reset-password/
200.238.75.200;12/Jul/2024;15:41:15 -0300;/generate_all_pdfs/28/1/
200.238.75.200;12/Jul/2024;15:41:32 -0300;/reset-password/
200.238.75.200;12/Jul/2024;15:41:32 -0300;/reset-password/
200.238.75.200;12/Jul/2024;15:41:46 -0300;/cursos/
200.238.75.200;12/Jul/2024;15:41:46 -0300;/accounts/login/?next=/cursos/
200.238.75.200;12/Jul/2024;15:41:53 -0300;/cursos/
200.238.75.200;12/Jul/2024;15:41:53 -0300;/accounts/login/?next=/cursos/
200.238.75.200;12/Jul/2024;15:42:02 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;15:42:02 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;15:42:14 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;15:42:15 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;15:42:41 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;15:42:41 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;15:43:00 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;15:43:00 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;15:43:11 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;15:43:11 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;15:43:21 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;15:43:32 -0300;/reset-password/
200.238.75.200;12/Jul/2024;15:43:33 -0300;/avaliacao/28/
200.238.75.200;12/Jul/2024;15:43:39 -0300;/reset-password/
200.238.75.200;12/Jul/2024;15:43:41 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;15:43:45 -0300;/avaliacao/28/
200.238.75.200;12/Jul/2024;15:43:46 -0300;/cursos/
200.238.75.200;12/Jul/2024;15:43:54 -0300;/curadoria_show/
200.238.75.200;12/Jul/2024;15:44:14 -0300;/cursos/
200.238.75.200;12/Jul/2024;15:44:14 -0300;/accounts/login/?next=/cursos/
200.238.75.200;12/Jul/2024;15:45:01 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;15:45:01 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;15:45:21 -0300;/reset-password/
200.238.75.200;12/Jul/2024;15:45:49 -0300;/cursos/
200.238.75.200;12/Jul/2024;15:45:49 -0300;/accounts/login/?next=/cursos/
200.238.75.200;12/Jul/2024;15:45:53 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;15:46:00 -0300;/generate_all_pdfs/28/1/
200.238.75.200;12/Jul/2024;15:46:37 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;15:46:44 -0300;/generate_all_pdfs/28/1/
200.238.75.200;12/Jul/2024;15:47:45 -0300;/reset-password/
200.238.75.200;12/Jul/2024;15:47:46 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;15:48:02 -0300;/avaliacao/28/
200.238.75.200;12/Jul/2024;15:48:07 -0300;/cursos/
200.238.75.200;12/Jul/2024;15:48:07 -0300;/accounts/login/?next=/cursos/
200.238.75.200;12/Jul/2024;15:48:12 -0300;/cursos/
200.238.75.200;12/Jul/2024;15:48:34 -0300;/curadoria_show/
200.238.75.200;12/Jul/2024;15:48:52 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;15:49:02 -0300;/generate_all_pdfs/28/1/
200.238.75.200;12/Jul/2024;15:50:36 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;12/Jul/2024;15:50:48 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;15:50:51 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;15:50:53 -0300;/avaliacao/28/
200.238.75.200;12/Jul/2024;15:50:59 -0300;/generate_all_pdfs/28/1/
200.238.75.200;12/Jul/2024;15:52:00 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;15:52:04 -0300;/generate_all_pdfs/28/1/
200.238.75.200;12/Jul/2024;15:52:06 -0300;/generate_all_pdfs/28/1/
200.238.75.200;12/Jul/2024;15:52:19 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;15:52:27 -0300;/avaliacao/28/
200.238.75.200;12/Jul/2024;16:10:09 -0300;/curso_detail/27
200.238.75.200;12/Jul/2024;16:10:19 -0300;/curso_detail/30
200.238.75.200;12/Jul/2024;16:10:53 -0300;/curso_detail/33
200.238.75.200;12/Jul/2024;16:12:58 -0300;/curso_detail/33
200.238.75.200;12/Jul/2024;16:13:25 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;16:13:58 -0300;/cursos/
200.238.75.200;12/Jul/2024;16:14:58 -0300;/curso_detail/33
200.238.75.200;12/Jul/2024;16:15:24 -0300;/curso_detail/33
200.238.75.200;12/Jul/2024;16:15:29 -0300;/curso_detail/33
200.238.75.200;12/Jul/2024;16:21:00 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;16:21:00 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;16:21:46 -0300;/curso_detail/33
200.238.75.200;12/Jul/2024;16:21:59 -0300;/curso_detail/27
200.238.75.200;12/Jul/2024;16:42:04 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;16:42:10 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;16:42:13 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;16:42:14 -0300;/cursos/
200.238.75.200;12/Jul/2024;16:44:37 -0300;/cursos/
200.238.75.200;12/Jul/2024;16:53:30 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;16:53:30 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;16:54:10 -0300;/reset-password/
200.238.75.200;12/Jul/2024;16:54:24 -0300;/cursos/
200.238.75.200;12/Jul/2024;16:54:24 -0300;/accounts/login/?next=/cursos/
200.238.75.200;12/Jul/2024;16:56:12 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;16:56:12 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;17:40:21 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;17:40:21 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;17:41:56 -0300;/reset-password/
200.238.75.200;12/Jul/2024;17:42:16 -0300;/cursos/
200.238.75.200;12/Jul/2024;17:42:16 -0300;/accounts/login/?next=/cursos/
200.238.75.200;12/Jul/2024;17:43:55 -0300;/inscricoes/
200.238.75.200;12/Jul/2024;17:44:22 -0300;/change-password/
200.238.75.200;12/Jul/2024;17:45:00 -0300;/cursos/
200.238.75.200;12/Jul/2024;17:45:30 -0300;/validar_ch/
200.238.75.200;12/Jul/2024;17:56:56 -0300;/cursos/
200.238.75.200;12/Jul/2024;18:06:16 -0300;/ch/
200.238.75.200;12/Jul/2024;18:06:17 -0300;/accounts/login/?next=/ch/
200.238.75.200;12/Jul/2024;19:33:00 -0300;/curso_detail/28
200.238.75.200;12/Jul/2024;19:33:00 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;12/Jul/2024;20:03:43 -0300;/cursos/
200.238.75.200;12/Jul/2024;20:45:59 -0300;/cursos/
200.238.75.200;12/Jul/2024;20:46:11 -0300;/curso_detail/33
200.238.75.200;11/Jul/2024;08:43:20 -0300;/reset-password/
200.238.75.200;11/Jul/2024;08:43:28 -0300;/cursos/
200.238.75.200;11/Jul/2024;08:43:28 -0300;/accounts/login/?next=/cursos/
200.238.75.200;11/Jul/2024;08:43:41 -0300;/registrar/
200.238.75.200;11/Jul/2024;08:43:49 -0300;/inscricoes/
200.238.75.200;11/Jul/2024;09:07:14 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;11/Jul/2024;09:15:33 -0300;/cursos/
200.238.75.200;11/Jul/2024;09:15:33 -0300;/accounts/login/?next=/cursos/
200.238.75.200;11/Jul/2024;10:22:26 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;11/Jul/2024;10:22:27 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;11/Jul/2024;10:51:32 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;11/Jul/2024;14:01:38 -0300;/validar_ch/
200.238.75.200;11/Jul/2024;14:01:43 -0300;/validar_ch/
200.238.75.200;11/Jul/2024;14:09:49 -0300;/cursos/
200.238.75.200;11/Jul/2024;14:09:49 -0300;/accounts/login/?next=/cursos/
200.238.75.200;11/Jul/2024;14:15:34 -0300;/cursos/
200.238.75.200;11/Jul/2024;14:15:34 -0300;/accounts/login/?next=/cursos/
200.238.75.200;11/Jul/2024;14:21:30 -0300;/ch/
200.238.75.200;11/Jul/2024;14:21:30 -0300;/accounts/login/?next=/ch/
200.238.75.200;11/Jul/2024;14:22:02 -0300;/reset-password/
200.238.75.200;11/Jul/2024;14:22:13 -0300;/cursos/
200.238.75.200;11/Jul/2024;14:22:13 -0300;/accounts/login/?next=/cursos/
200.238.75.200;11/Jul/2024;14:22:40 -0300;/validar_ch/
200.238.75.200;11/Jul/2024;14:22:41 -0300;/cursos/
200.238.75.200;11/Jul/2024;14:22:41 -0300;/accounts/login/?next=/cursos/
200.238.75.200;11/Jul/2024;14:28:16 -0300;/validar_ch/
200.238.75.200;11/Jul/2024;14:28:24 -0300;/inscricoes/
200.238.75.200;11/Jul/2024;14:28:27 -0300;/ch/
200.238.75.200;11/Jul/2024;14:28:50 -0300;/cursos/
200.238.75.200;11/Jul/2024;14:28:56 -0300;/cursos/
200.238.75.200;11/Jul/2024;14:28:57 -0300;/curadoria_show/
200.238.75.200;11/Jul/2024;15:57:48 -0300;/accounts/login/?next=/cursos/
200.238.75.200;11/Jul/2024;15:57:48 -0300;/cursos/
200.238.75.200;11/Jul/2024;16:01:22 -0300;/ch/
200.238.75.200;11/Jul/2024;16:01:28 -0300;/validar_ch/
200.238.75.200;11/Jul/2024;16:06:18 -0300;/curadoria_show/
200.238.75.200;11/Jul/2024;16:06:32 -0300;/curadoria_show/
200.238.75.200;11/Jul/2024;16:06:45 -0300;/validar_ch/
200.238.75.200;11/Jul/2024;16:41:32 -0300;/cursos/
200.238.75.200;11/Jul/2024;20:56:05 -0300;/inscricoes/
200.238.75.200;11/Jul/2024;22:29:49 -0300;/cursos/
200.238.75.200;11/Jul/2024;23:30:26 -0300;/cursos/
200.238.75.200;11/Jul/2024;23:31:31 -0300;/cursos/
200.238.75.200;11/Jul/2024;23:44:08 -0300;/curso_detail/21
200.238.75.200;10/Jul/2024;06:27:14 -0300;/validar_ch/
200.238.75.200;10/Jul/2024;06:27:26 -0300;/ch/
200.238.75.200;10/Jul/2024;07:22:47 -0300;/accounts/login/?next=/ch/
200.238.75.200;10/Jul/2024;08:51:07 -0300;/cursos/
200.238.75.200;10/Jul/2024;09:32:05 -0300;/curso_detail/28
200.238.75.200;10/Jul/2024;09:32:05 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;10/Jul/2024;09:34:34 -0300;/curso_detail/28
200.238.75.200;10/Jul/2024;09:34:34 -0300;/accounts/login/?next=/curso_detail/28
200.238.75.200;10/Jul/2024;09:43:47 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;10/Jul/2024;09:43:53 -0300;/admin/pfc_app/validacao_ch/188/change/
200.238.75.200;10/Jul/2024;09:49:55 -0300;/curso_detail/28
200.238.75.200;10/Jul/2024;10:02:06 -0300;/admin/pfc_app/validacao_ch/188/change/
200.238.75.200;10/Jul/2024;10:02:48 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;10/Jul/2024;10:22:17 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;10/Jul/2024;11:40:10 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;10/Jul/2024;11:40:11 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;10/Jul/2024;12:38:05 -0300;/accounts/login/?next=/ch/
200.238.75.200;10/Jul/2024;13:57:07 -0300;/accounts/login/?next=/ch/
200.238.75.200;10/Jul/2024;15:14:40 -0300;/cursos/
200.238.75.200;10/Jul/2024;15:14:42 -0300;/curadoria_show/
200.238.75.200;10/Jul/2024;15:45:43 -0300;/cursos/
200.238.75.200;10/Jul/2024;15:45:46 -0300;/inscricoes/
200.238.75.200;10/Jul/2024;15:45:50 -0300;/inscricoes/
200.238.75.200;10/Jul/2024;15:45:53 -0300;/ch/
200.238.75.200;10/Jul/2024;16:36:13 -0300;/cursos/
200.238.75.200;10/Jul/2024;16:36:14 -0300;/accounts/login/?next=/cursos/
200.238.75.200;10/Jul/2024;19:30:35 -0300;/ch/
200.238.75.200;09/Jul/2024;07:32:45 -0300;/cursos/
200.238.75.200;09/Jul/2024;07:55:22 -0300;/cursos/
200.238.75.200;09/Jul/2024;07:58:59 -0300;/reset-password/
200.238.75.200;09/Jul/2024;07:59:14 -0300;/cursos/
200.238.75.200;09/Jul/2024;07:59:14 -0300;/accounts/login/?next=/cursos/
200.238.75.200;09/Jul/2024;08:04:06 -0300;/accounts/login/?next=/cursos/
200.238.75.200;09/Jul/2024;08:04:29 -0300;/validar_ch/
200.238.75.200;09/Jul/2024;08:08:31 -0300;/validar_ch/
200.238.75.200;09/Jul/2024;08:19:32 -0300;/accounts/login/?next=/cursos/
200.238.75.200;09/Jul/2024;08:20:13 -0300;/reset-password/
200.238.75.200;09/Jul/2024;08:20:30 -0300;/cursos/
200.238.75.200;09/Jul/2024;08:20:30 -0300;/accounts/login/?next=/cursos/
200.238.75.200;09/Jul/2024;08:21:31 -0300;/accounts/login/?next=/cursos/
200.238.75.200;09/Jul/2024;08:21:31 -0300;/cursos/
200.238.75.200;09/Jul/2024;08:26:25 -0300;/ch/
200.238.75.200;09/Jul/2024;08:26:25 -0300;/accounts/login/?next=/ch/
200.238.75.200;09/Jul/2024;09:03:09 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;09/Jul/2024;09:03:10 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;09/Jul/2024;09:03:56 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;09/Jul/2024;09:05:03 -0300;/cursos/
200.238.75.200;09/Jul/2024;09:05:08 -0300;/validar_ch/
200.238.75.200;09/Jul/2024;09:05:11 -0300;/ch/
200.238.75.200;09/Jul/2024;09:07:59 -0300;/admin/pfc_app/validacao_ch/184/change/
200.238.75.200;09/Jul/2024;09:19:37 -0300;/admin/pfc_app/validacao_ch/184/change/
200.238.75.200;09/Jul/2024;09:20:25 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;09/Jul/2024;09:22:22 -0300;/admin/pfc_app/validacao_ch/185/change/
200.238.75.200;09/Jul/2024;09:23:53 -0300;/admin/pfc_app/validacao_ch/185/change/
200.238.75.200;09/Jul/2024;09:24:40 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;09/Jul/2024;09:53:34 -0300;/cursos/
200.238.75.200;09/Jul/2024;09:53:34 -0300;/accounts/login/?next=/cursos/
200.238.75.200;09/Jul/2024;10:00:23 -0300;/validar_ch/
200.238.75.200;09/Jul/2024;10:01:27 -0300;/ch/
200.238.75.200;09/Jul/2024;10:01:33 -0300;/validar_ch/
200.238.75.200;09/Jul/2024;10:10:49 -0300;/validar_ch/
200.238.75.200;09/Jul/2024;10:40:17 -0300;/reset-password/
200.238.75.200;09/Jul/2024;10:40:34 -0300;/cursos/
200.238.75.200;09/Jul/2024;10:40:34 -0300;/accounts/login/?next=/cursos/
200.238.75.200;09/Jul/2024;10:41:14 -0300;/registrar/
200.238.75.200;09/Jul/2024;10:43:53 -0300;/validar_ch/
200.238.75.200;09/Jul/2024;10:44:27 -0300;/validar_ch/
200.238.75.200;09/Jul/2024;10:50:20 -0300;/validar_ch/
200.238.75.200;09/Jul/2024;11:24:21 -0300;/cursos/
200.238.75.200;09/Jul/2024;11:24:31 -0300;/curadoria_show/
200.238.75.200;09/Jul/2024;11:24:32 -0300;/validar_ch/
200.238.75.200;09/Jul/2024;11:24:39 -0300;/inscricoes/
200.238.75.200;09/Jul/2024;11:24:41 -0300;/validar_ch/
200.238.75.200;09/Jul/2024;11:24:42 -0300;/curadoria_show/
200.238.75.200;09/Jul/2024;11:24:44 -0300;/cursos/
200.238.75.200;09/Jul/2024;12:58:30 -0300;/accounts/login/?next=/cursos/
200.238.75.200;09/Jul/2024;12:58:30 -0300;/cursos/
200.238.75.200;09/Jul/2024;12:58:54 -0300;/accounts/login/?next=/cursos/
200.238.75.200;09/Jul/2024;12:58:54 -0300;/cursos/
200.238.75.200;09/Jul/2024;13:21:39 -0300;/cursos/
200.238.75.200;09/Jul/2024;13:21:44 -0300;/validar_ch/
200.238.75.200;09/Jul/2024;13:22:01 -0300;/curadoria_show/
200.238.75.200;09/Jul/2024;13:22:14 -0300;/cursos/
200.238.75.200;09/Jul/2024;13:22:18 -0300;/cursos/
200.238.75.200;09/Jul/2024;13:22:20 -0300;/curadoria_show/
200.238.75.200;09/Jul/2024;13:22:33 -0300;/cursos/
200.238.75.200;09/Jul/2024;13:22:36 -0300;/curadoria_show/
200.238.75.200;09/Jul/2024;13:29:19 -0300;/cursos/
200.238.75.200;09/Jul/2024;13:42:22 -0300;/cursos/
200.238.75.200;09/Jul/2024;13:49:39 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;09/Jul/2024;13:49:39 -0300;/admin/login/?next=/admin/pfc_app/validacao_ch/
200.238.75.200;09/Jul/2024;13:49:52 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;09/Jul/2024;13:50:02 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;09/Jul/2024;13:50:19 -0300;/admin/pfc_app/validacao_ch/186/change/
200.238.75.200;09/Jul/2024;13:51:16 -0300;/admin/pfc_app/validacao_ch/186/change/
200.238.75.200;09/Jul/2024;13:51:58 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;09/Jul/2024;13:55:32 -0300;/cursos/
200.238.75.200;09/Jul/2024;13:56:12 -0300;/admin/pfc_app/validacao_ch/187/change/
200.238.75.200;09/Jul/2024;13:56:59 -0300;/admin/pfc_app/validacao_ch/187/change/
200.238.75.200;09/Jul/2024;13:57:32 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;09/Jul/2024;14:06:15 -0300;/admin/pfc_app/validacao_ch/183/change/
200.238.75.200;09/Jul/2024;14:07:43 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;09/Jul/2024;14:19:50 -0300;/admin/pfc_app/validacao_ch/
200.238.75.200;09/Jul/2024;16:04:27 -0300;/cursos/
